IEBCWd_No,Ward,Const_CODE,Constituen,County_COD,County,Male,Female,Total_POP,Region
321,KYENI NORTH EAST,64,RUNYENJES,14,EMBU,10380,11166,21546,EASTERN
322,KYENI SOUTH,64,RUNYENJES,14,EMBU,13730,13708,27438,EASTERN
323,MWEA,65,MBEERE SOUTH,14,EMBU,14903,15214,30117,EASTERN
324,MAKIMA,65,MBEERE SOUTH,14,EMBU,10841,10450,21291,EASTERN
325,MBETI SOUTH,65,MBEERE SOUTH,14,EMBU,15269,14310,29579,EASTERN
326,MAVURIA,65,MBEERE SOUTH,14,EMBU,17242,16897,34139,EASTERN
327,KIAMBERE,65,MBEERE SOUTH,14,EMBU,7268,7791,15059,EASTERN
328,NTHAWA,66,MBEERE NORTH,14,EMBU,13467,13258,26725,EASTERN
329,MUMINJI,66,MBEERE NORTH,14,EMBU,7942,8786,16728,EASTERN
330,EVURORE,66,MBEERE NORTH,14,EMBU,21326,24256,45582,EASTERN
331,NGOMENI,67,MWINGI NORTH,15,KITUI,8748,9699,18447,EASTERN
332,KYUSO,67,MWINGI NORTH,15,KITUI,18717,21658,40375,EASTERN
333,MUMONI,67,MWINGI NORTH,15,KITUI,15831,18394,34225,EASTERN
334,TSEIKURU,67,MWINGI NORTH,15,KITUI,15775,18061,33836,EASTERN
335,THARAKA,67,MWINGI NORTH,15,KITUI,6120,6964,13084,EASTERN
336,KYOME/THAANA,68,MWINGI WEST,15,KITUI,12206,14068,26274,EASTERN
337,NGUUTANI,68,MWINGI WEST,15,KITUI,12312,14953,27265,EASTERN
338,MIGWANI,68,MWINGI WEST,15,KITUI,11386,12952,24338,EASTERN
339,KIOMO/KYETHANI,68,MWINGI WEST,15,KITUI,12370,13527,25897,EASTERN
340,CENTRAL,68,MWINGI WEST,15,KITUI,9269,9577,18846,EASTERN
341,KIVOU,69,MWINGI CENTRAL,15,KITUI,12023,12863,24886,EASTERN
342,NGUNI,69,MWINGI CENTRAL,15,KITUI,13817,15496,29313,EASTERN
343,NUU,69,MWINGI CENTRAL,15,KITUI,12949,14695,27644,EASTERN
344,MUI,69,MWINGI CENTRAL,15,KITUI,9372,10256,19628,EASTERN
345,WAITA,69,MWINGI CENTRAL,15,KITUI,9966,10924,20890,EASTERN
346,MUTONGUNI,70,KITUI WEST,15,KITUI,15681,18459,34140,EASTERN
347,KAUWI,70,KITUI WEST,15,KITUI,11932,13453,25385,EASTERN
348,MATINYANI,70,KITUI WEST,15,KITUI,11622,12459,24081,EASTERN
349,KWAMUTONGA/KITHUMULA,70,KITUI WEST,15,KITUI,8787,9921,18708,EASTERN
350,KISASI,71,KITUI RURAL,15,KITUI,12714,14045,26759,EASTERN
351,MBITINI,71,KITUI RURAL,15,KITUI,11801,13057,24858,EASTERN
352,KWAVONZA/YATTA,71,KITUI RURAL,15,KITUI,15045,15687,30732,EASTERN
353,KANYANGI,71,KITUI RURAL,15,KITUI,10804,11290,22094,EASTERN
354,MIAMBANI,72,KITUI CENTRAL,15,KITUI,10269,11895,22164,EASTERN
355,TOWNSHIP,72,KITUI CENTRAL,15,KITUI,13190,12826,26016,EASTERN
356,KYANGWITHYA WEST,72,KITUI CENTRAL,15,KITUI,12944,13761,26705,EASTERN
357,MULANGO,72,KITUI CENTRAL,15,KITUI,13656,14917,28573,EASTERN
358,KYANGWITHYA EAST,72,KITUI CENTRAL,15,KITUI,13458,14799,28257,EASTERN
359,ZOMBE/MWITIKA,73,KITUI EAST,15,KITUI,12083,13369,25452,EASTERN
360,NZAMBANI,73,KITUI EAST,15,KITUI,8833,9293,18126,EASTERN
361,CHULUNI,73,KITUI EAST,15,KITUI,10585,11461,22046,EASTERN
362,VOO/KYAMATU,73,KITUI EAST,15,KITUI,10932,12079,23011,EASTERN
363,ENDAU/MALALANI,73,KITUI EAST,15,KITUI,7420,8086,15506,EASTERN
364,MUTITU/KALIKU,73,KITUI EAST,15,KITUI,9167,9931,19098,EASTERN
365,IKANGA/KYATUNE,74,KITUI SOUTH,15,KITUI,17269,18916,36185,EASTERN
366,MUTOMO,74,KITUI SOUTH,15,KITUI,11549,12901,24450,EASTERN
367,MUTHA,74,KITUI SOUTH,15,KITUI,11971,13167,25138,EASTERN
368,IKUTHA,74,KITUI SOUTH,15,KITUI,12755,13421,26176,EASTERN
369,KANZIKO,74,KITUI SOUTH,15,KITUI,8822,9842,18664,EASTERN
370,ATHI,74,KITUI SOUTH,15,KITUI,17133,18304,35437,EASTERN
371,KIVAA,75,MASINGA,16,MACHAKOS,16219,17873,34092,EASTERN
372,MASINGA CENTRAL,75,MASINGA,16,MACHAKOS,15851,17112,32963,EASTERN
373,EKALAKALA,75,MASINGA,16,MACHAKOS,9286,9727,19013,EASTERN
374,MUTHESYA,75,MASINGA,16,MACHAKOS,8398,8755,17153,EASTERN
375,NDITHINI,75,MASINGA,16,MACHAKOS,11351,11368,22719,EASTERN
376,NDALANI,76,YATTA,16,MACHAKOS,14591,15665,30256,EASTERN
377,MATUU,76,YATTA,16,MACHAKOS,13389,13756,27145,EASTERN
378,KITHIMANI,76,YATTA,16,MACHAKOS,16728,16986,33714,EASTERN
379,IKOMBE,76,YATTA,16,MACHAKOS,16354,18329,34683,EASTERN
380,KATANGI,76,YATTA,16,MACHAKOS,10273,11508,21781,EASTERN
381,KANGUNDO NORTH,77,KANGUNDO,16,MACHAKOS,10911,11485,22396,EASTERN
382,KANGUNDO CENTRAL,77,KANGUNDO,16,MACHAKOS,12293,12557,24850,EASTERN
383,KANGUNDO EAST,77,KANGUNDO,16,MACHAKOS,10468,11041,21509,EASTERN
384,KANGUNDO WEST,77,KANGUNDO,16,MACHAKOS,12530,13082,25612,EASTERN
385,TALA,78,MATUNGULU,16,MACHAKOS,12911,13386,26297,EASTERN
386,MATUNGULU NORTH,78,MATUNGULU,16,MACHAKOS,12615,12426,25041,EASTERN
387,MATUNGULU EAST,78,MATUNGULU,16,MACHAKOS,10544,11181,21725,EASTERN
388,MATUNGULU WEST,78,MATUNGULU,16,MACHAKOS,17109,16826,33935,EASTERN
389,KYELENI,78,MATUNGULU,16,MACHAKOS,8851,8887,17738,EASTERN
390,MITABONI,79,KATHIANI,16,MACHAKOS,14401,15654,30055,EASTERN
391,KATHIANI CENTRAL,79,KATHIANI,16,MACHAKOS,11608,12782,24390,EASTERN
392,UPPER KAEWA/IVETI,79,KATHIANI,16,MACHAKOS,13014,13849,26863,EASTERN
393,UPPER KAEWA/KAANI,79,KATHIANI,16,MACHAKOS,10922,11987,22909,EASTERN
394,ATHI RIVER,80,MAVOKO,16,MACHAKOS,27237,24056,51293,EASTERN
395,KINANIE,80,MAVOKO,16,MACHAKOS,10007,7531,17538,EASTERN
396,MUTHWANI,80,MAVOKO,16,MACHAKOS,15416,13101,28517,EASTERN
397,SYOKIMAU,80,MAVOKO,16,MACHAKOS,23466,18688,42154,EASTERN
398,KALAMA,81,MACHAKOS TOWN,16,MACHAKOS,15359,16696,32055,EASTERN
399,MUA,81,MACHAKOS TOWN,16,MACHAKOS,13193,12380,25573,EASTERN
400,MUTITUNI,81,MACHAKOS TOWN,16,MACHAKOS,11368,12368,23736,EASTERN
401,MACHAKOS CENTRAL,81,MACHAKOS TOWN,16,MACHAKOS,16077,16453,32530,EASTERN
402,MUMBUNI NORTH,81,MACHAKOS TOWN,16,MACHAKOS,13842,14477,28319,EASTERN
403,MUVUTI/KIIMA KIMWE,81,MACHAKOS TOWN,16,MACHAKOS,15902,16511,32413,EASTERN
404,KOLA,81,MACHAKOS TOWN,16,MACHAKOS,11708,12877,24585,EASTERN
405,MBIUNI,82,MWALA,16,MACHAKOS,15565,16577,32142,EASTERN
406,MAKUTANO/MWALA,82,MWALA,16,MACHAKOS,15868,16259,32127,EASTERN
407,MASII,82,MWALA,16,MACHAKOS,15781,16586,32367,EASTERN
408,MUTHETHENI,82,MWALA,16,MACHAKOS,10781,12024,22805,EASTERN
409,WAMUNYU,82,MWALA,16,MACHAKOS,12452,13212,25664,EASTERN
410,KIBAUNI,82,MWALA,16,MACHAKOS,8499,9428,17927,EASTERN
411,TULIMANI,83,MBOONI,17,MAKUENI,16913,18437,35350,EASTERN
412,MBOONI,83,MBOONI,17,MAKUENI,16113,17661,33774,EASTERN
413,KITHUNGO/KITUNDU,83,MBOONI,17,MAKUENI,13410,14775,28185,EASTERN
414,KITETA/KISAU,83,MBOONI,17,MAKUENI,17494,19565,37059,EASTERN
415,WAIA-KAKO,83,MBOONI,17,MAKUENI,11254,11828,23082,EASTERN
416,KALAWA,83,MBOONI,17,MAKUENI,12950,14224,27174,EASTERN
417,KASIKEU,84,KILOME,17,MAKUENI,18986,19362,38348,EASTERN
418,MUKAA,84,KILOME,17,MAKUENI,12671,13854,26525,EASTERN
419,KIIMA KIU/KALANZONI,84,KILOME,17,MAKUENI,11675,11316,22991,EASTERN
420,UKIA,85,KAITI,17,MAKUENI,18736,19754,38490,EASTERN
421,KEE,85,KAITI,17,MAKUENI,9921,11104,21025,EASTERN
422,KILUNGU,85,KAITI,17,MAKUENI,16019,17933,33952,EASTERN
423,ILIMA,85,KAITI,17,MAKUENI,12499,14150,26649,EASTERN
424,WOTE,86,MAKUENI,17,MAKUENI,12932,12394,25326,EASTERN
425,MUVAU/KIKUMINI,86,MAKUENI,17,MAKUENI,12203,12274,24477,EASTERN
426,MAVINDINI,86,MAKUENI,17,MAKUENI,11166,12108,23274,EASTERN
427,KITISE/KITHUKI,86,MAKUENI,17,MAKUENI,10611,11443,22054,EASTERN
428,KATHONZWENI,86,MAKUENI,17,MAKUENI,15008,16269,31277,EASTERN
429,NZAUI/KILILI/KALAMBA,86,MAKUENI,17,MAKUENI,17958,19084,37042,EASTERN
430,MBITINI,86,MAKUENI,17,MAKUENI,14546,15802,30348,EASTERN
431,MAKINDU,87,KIBWEZI WEST,17,MAKUENI,20710,21384,42094,EASTERN
432,NGUUMO,87,KIBWEZI WEST,17,MAKUENI,13697,14511,28208,EASTERN
433,KIKUMBULYU NORTH,87,KIBWEZI WEST,17,MAKUENI,10004,10310,20314,EASTERN
434,KIKUMBULYU SOUTH,87,KIBWEZI WEST,17,MAKUENI,12864,13028,25892,EASTERN
435,NGUU/MASUMBA,87,KIBWEZI WEST,17,MAKUENI,11818,11946,23764,EASTERN
436,EMALI/MULALA,87,KIBWEZI WEST,17,MAKUENI,12760,12897,25657,EASTERN
437,MASONGALENI,88,KIBWEZI EAST,17,MAKUENI,15764,16506,32270,EASTERN
438,MTITO ANDEI,88,KIBWEZI EAST,17,MAKUENI,17647,17476,35123,EASTERN
439,THANGE,88,KIBWEZI EAST,17,MAKUENI,16122,16038,32160,EASTERN
440,IVINGONI/NZAMBANI,88,KIBWEZI EAST,17,MAKUENI,16257,16386,32643,EASTERN
441,ENGINEER,89,KINANGOP,18,NYANDARUA,13244,13733,26977,CENTRAL
442,GATHARA,89,KINANGOP,18,NYANDARUA,12944,13712,26656,CENTRAL
443,NORTH KINANGOP,89,KINANGOP,18,NYANDARUA,10350,10548,20898,CENTRAL
444,MURUNGARU,89,KINANGOP,18,NYANDARUA,13103,13817,26920,CENTRAL
445,NJABINI/KIBURU,89,KINANGOP,18,NYANDARUA,10304,10361,20665,CENTRAL
446,NYAKIO,89,KINANGOP,18,NYANDARUA,12374,12766,25140,CENTRAL
447,GITHABAI,89,KINANGOP,18,NYANDARUA,9660,9825,19485,CENTRAL
448,MUGUMU,89,KINANGOP,18,NYANDARUA,12352,13286,25638,CENTRAL
449,WANJOHI,90,KIPIPIRI,18,NYANDARUA,15599,16452,32051,CENTRAL
450,KIPIPIRI,90,KIPIPIRI,18,NYANDARUA,11184,11807,22991,CENTRAL
451,GETA,90,KIPIPIRI,18,NYANDARUA,9785,10474,20259,CENTRAL
452,GITHIORO,90,KIPIPIRI,18,NYANDARUA,9745,10292,20037,CENTRAL
453,KARAU,91,OL KALOU,18,NYANDARUA,12421,13093,25514,CENTRAL
454,KANJUIRI RIDGE,91,OL KALOU,18,NYANDARUA,12882,12952,25834,CENTRAL
455,MIRANGINE,91,OL KALOU,18,NYANDARUA,13198,13858,27056,CENTRAL
456,KIAMBAGA,91,OL KALOU,18,NYANDARUA,8889,9037,17926,CENTRAL
457,RURII,91,OL KALOU,18,NYANDARUA,11737,12215,23952,CENTRAL
458,GATHANJI,92,OL JOROK,18,NYANDARUA,10673,10658,21331,CENTRAL
459,GATIMU,92,OL JOROK,18,NYANDARUA,12959,13382,26341,CENTRAL
460,WERU,92,OL JOROK,18,NYANDARUA,12704,13443,26147,CENTRAL
461,CHARAGITA,92,OL JOROK,18,NYANDARUA,10817,11007,21824,CENTRAL
462,LESHAU/PONDO,93,NDARAGWA,18,NYANDARUA,9162,9904,19066,CENTRAL
463,KIRIITA,93,NDARAGWA,18,NYANDARUA,9709,10450,20159,CENTRAL
464,CENTRAL,93,NDARAGWA,18,NYANDARUA,14709,15251,29960,CENTRAL
465,SHAMATA,93,NDARAGWA,18,NYANDARUA,11648,11793,23441,CENTRAL
466,DEDAN KIMATHI,94,TETU,19,NYERI,10181,10505,20686,CENTRAL
467,WAMAGANA,94,TETU,19,NYERI,14714,16289,31003,CENTRAL
468,AGUTHI-GAAKI,94,TETU,19,NYERI,12880,13751,26631,CENTRAL
469,MWEIGA,95,KIENI,19,NYERI,8500,8764,17264,CENTRAL
470,NAROMORU/KIAMATHANGA,95,KIENI,19,NYERI,13358,12933,26291,CENTRAL
471,MWIYOGO/ENDARASHA,95,KIENI,19,NYERI,9519,9927,19446,CENTRAL
472,MUGUNDA,95,KIENI,19,NYERI,11713,11999,23712,CENTRAL
473,GATARAKWA,95,KIENI,19,NYERI,9540,9350,18890,CENTRAL
474,THIEGU RIVER,95,KIENI,19,NYERI,11092,10712,21804,CENTRAL
475,KABARU,95,KIENI,19,NYERI,11263,10821,22084,CENTRAL
476,GAKAWA,95,KIENI,19,NYERI,13284,13037,26321,CENTRAL
477,RUGURU,96,MATHIRA,19,NYERI,11233,11713,22946,CENTRAL
478,MAGUTU,96,MATHIRA,19,NYERI,9702,10020,19722,CENTRAL
479,IRIA-INI,96,MATHIRA,19,NYERI,13269,14383,27652,CENTRAL
480,KONYU,96,MATHIRA,19,NYERI,10606,11353,21959,CENTRAL
481,KIRIMUKUYU,96,MATHIRA,19,NYERI,13851,15047,28898,CENTRAL
482,KARATINA TOWN,96,MATHIRA,19,NYERI,13187,14483,27670,CENTRAL
483,MAHIGA,97,OTHAYA,19,NYERI,10412,11434,21846,CENTRAL
484,IRIA-INI,97,OTHAYA,19,NYERI,11690,12846,24536,CENTRAL
485,CHINGA,97,OTHAYA,19,NYERI,10662,11237,21899,CENTRAL
486,KARIMA,97,OTHAYA,19,NYERI,8933,10160,19093,CENTRAL
487,GIKONDI,98,MUKURWE-INI,19,NYERI,8977,9556,18533,CENTRAL
488,RUGI,98,MUKURWE-INI,19,NYERI,10062,10637,20699,CENTRAL
489,MUKURWE-INI EAST,98,MUKURWE-INI,19,NYERI,8623,9794,18417,CENTRAL
490,MUKURWE-INI CENTRAL,98,MUKURWE-INI,19,NYERI,12720,13563,26283,CENTRAL
491,KIGANJO/MATHARI,99,NYERI TOWN,19,NYERI,12401,11471,23872,CENTRAL
492,RWARE,99,NYERI TOWN,19,NYERI,13353,11665,25018,CENTRAL
493,GATITU/MURUGURU,99,NYERI TOWN,19,NYERI,10621,11183,21804,CENTRAL
494,RURING'U,99,NYERI TOWN,19,NYERI,10551,11609,22160,CENTRAL
495,KAMAKWA/MUKARO,99,NYERI TOWN,19,NYERI,12827,13592,26419,CENTRAL
496,MUTITHI,100,MWEA,20,KIRINYAGA,13554,13310,26864,CENTRAL
497,KANGAI,100,MWEA,20,KIRINYAGA,9638,9662,19300,CENTRAL
498,THIBA,100,MWEA,20,KIRINYAGA,11504,11715,23219,CENTRAL
499,WAMUMU,100,MWEA,20,KIRINYAGA,8984,8897,17881,CENTRAL
500,NYANGATI,100,MWEA,20,KIRINYAGA,12269,12747,25016,CENTRAL
501,MURINDUKO,100,MWEA,20,KIRINYAGA,14850,13400,28250,CENTRAL
502,GATHIGIRIRI,100,MWEA,20,KIRINYAGA,9414,8923,18337,CENTRAL
503,TEBERE,100,MWEA,20,KIRINYAGA,15685,15960,31645,CENTRAL
504,KABARE,101,GICHUGU,20,KIRINYAGA,18576,19913,38489,CENTRAL
505,BARAGWI,101,GICHUGU,20,KIRINYAGA,9904,10123,20027,CENTRAL
506,NJUKI-INI,101,GICHUGU,20,KIRINYAGA,11985,12205,24190,CENTRAL
507,NGARIAMA,101,GICHUGU,20,KIRINYAGA,8962,9102,18064,CENTRAL
508,KARUMANDI,101,GICHUGU,20,KIRINYAGA,11701,12201,23902,CENTRAL
509,MUKURE,102,NDIA,20,KIRINYAGA,14848,15688,30536,CENTRAL
510,KIINE,102,NDIA,20,KIRINYAGA,19723,21313,41036,CENTRAL
511,KARITI,102,NDIA,20,KIRINYAGA,13753,14190,27943,CENTRAL
512,MUTIRA,103,KIRINYAGA CENTRAL,20,KIRINYAGA,11220,12139,23359,CENTRAL
513,KANYEKINI,103,KIRINYAGA CENTRAL,20,KIRINYAGA,16130,16203,32333,CENTRAL
514,KERUGOYA,103,KIRINYAGA CENTRAL,20,KIRINYAGA,14748,15588,30336,CENTRAL
515,INOI,103,KIRINYAGA CENTRAL,20,KIRINYAGA,13180,14147,27327,CENTRAL
516,KANYENYA-INI,104,KANGEMA,21,MURANG'A,11221,11971,23192,CENTRAL
517,MUGURU,104,KANGEMA,21,MURANG'A,16476,18048,34524,CENTRAL
518,RWATHIA,104,KANGEMA,21,MURANG'A,9209,10063,19272,CENTRAL
519,GITUGI,105,MATHIOYA,21,MURANG'A,15959,17772,33731,CENTRAL
520,KIRU,105,MATHIOYA,21,MURANG'A,16137,17446,33583,CENTRAL
521,KAMACHARIA,105,MATHIOYA,21,MURANG'A,10032,10873,20905,CENTRAL
522,WANGU,106,KIHARU,21,MURANG'A,13708,15190,28898,CENTRAL
523,MUGOIRI,106,KIHARU,21,MURANG'A,13879,15313,29192,CENTRAL
524,MBIRI,106,KIHARU,21,MURANG'A,16335,16836,33171,CENTRAL
525,TOWNSHIP,106,KIHARU,21,MURANG'A,13421,14063,27484,CENTRAL
526,MURARANDIA,106,KIHARU,21,MURANG'A,13915,15028,28943,CENTRAL
527,GATURI,106,KIHARU,21,MURANG'A,16229,17159,33388,CENTRAL
528,KAHUMBU,107,KIGUMO,21,MURANG'A,9222,10364,19586,CENTRAL
529,MUTHITHI,107,KIGUMO,21,MURANG'A,11339,12080,23419,CENTRAL
530,KIGUMO,107,KIGUMO,21,MURANG'A,11078,12242,23320,CENTRAL
531,KANGARI,107,KIGUMO,21,MURANG'A,14467,14728,29195,CENTRAL
532,KINYONA,107,KIGUMO,21,MURANG'A,13700,14546,28246,CENTRAL
533,KIMORORI/WEMPA,108,MARAGWA,21,MURANG'A,16042,16323,32365,CENTRAL
534,MAKUYU,108,MARAGWA,21,MURANG'A,13281,13629,26910,CENTRAL
535,KAMBITI,108,MARAGWA,21,MURANG'A,10689,10506,21195,CENTRAL
536,KAMAHUHA,108,MARAGWA,21,MURANG'A,11642,12547,24189,CENTRAL
537,ICHAGAKI,108,MARAGWA,21,MURANG'A,11253,12000,23253,CENTRAL
538,NGINDA,108,MARAGWA,21,MURANG'A,11804,12556,24360,CENTRAL
539,NG'ARARIA,109,KANDARA,21,MURANG'A,8855,9150,18005,CENTRAL
540,MURUKA,109,KANDARA,21,MURANG'A,11405,12130,23535,CENTRAL
541,KAGUNDU-INI,109,KANDARA,21,MURANG'A,14075,14772,28847,CENTRAL
542,GAICHANJIRU,109,KANDARA,21,MURANG'A,13440,14923,28363,CENTRAL
543,ITHIRU,109,KANDARA,21,MURANG'A,12976,14206,27182,CENTRAL
544,RUCHU,109,KANDARA,21,MURANG'A,15084,15647,30731,CENTRAL
545,ITHANGA,110,GATANGA,21,MURANG'A,9341,10018,19359,CENTRAL
546,KAKUZI/MITUMBIRI,110,GATANGA,21,MURANG'A,15849,15295,31144,CENTRAL
547,MUGUMO-INI,110,GATANGA,21,MURANG'A,12046,11786,23832,CENTRAL
548,KIHUMBU-INI,110,GATANGA,21,MURANG'A,13231,13900,27131,CENTRAL
549,GATANGA,110,GATANGA,21,MURANG'A,11730,12229,23959,CENTRAL
550,KARIARA,110,GATANGA,21,MURANG'A,18790,19382,38172,CENTRAL
551,KIAMWANGI,111,GATUNDU SOUTH,22,KIAMBU,9740,10631,20371,CENTRAL
552,KIGANJO,111,GATUNDU SOUTH,22,KIAMBU,13117,14017,27134,CENTRAL
553,NDARUGU,111,GATUNDU SOUTH,22,KIAMBU,9615,10630,20245,CENTRAL
554,NGENDA,111,GATUNDU SOUTH,22,KIAMBU,22522,23908,46430,CENTRAL
555,GITUAMBA,112,GATUNDU NORTH,22,KIAMBU,13492,14239,27731,CENTRAL
556,GITHOBOKONI,112,GATUNDU NORTH,22,KIAMBU,10332,11083,21415,CENTRAL
557,CHANIA,112,GATUNDU NORTH,22,KIAMBU,12860,13782,26642,CENTRAL
558,MANGU,112,GATUNDU NORTH,22,KIAMBU,12044,12779,24823,CENTRAL
559,MURERA,113,JUJA,22,KIAMBU,7975,7912,15887,CENTRAL
560,THETA,113,JUJA,22,KIAMBU,11318,11816,23134,CENTRAL
561,JUJA,113,JUJA,22,KIAMBU,17298,16836,34134,CENTRAL
562,WITEITHIE,113,JUJA,22,KIAMBU,13357,12420,25777,CENTRAL
563,KALIMONI,113,JUJA,22,KIAMBU,10165,9696,19861,CENTRAL
564,TOWNSHIP,114,THIKA TOWN,22,KIAMBU,19557,19543,39100,CENTRAL
565,KAMENU,114,THIKA TOWN,22,KIAMBU,37250,36899,74149,CENTRAL
566,HOSPITAL,114,THIKA TOWN,22,KIAMBU,12286,13237,25523,CENTRAL
567,GATUANYAGA,114,THIKA TOWN,22,KIAMBU,7556,7378,14934,CENTRAL
568,NGOLIBA,114,THIKA TOWN,22,KIAMBU,6031,5605,11636,CENTRAL
569,GITOTHUA,115,RUIRU,22,KIAMBU,9940,8143,18083,CENTRAL
570,BIASHARA,115,RUIRU,22,KIAMBU,21654,19942,41596,CENTRAL
571,GATONGORA,115,RUIRU,22,KIAMBU,6971,6836,13807,CENTRAL
572,KAHAWA SUKARI,115,RUIRU,22,KIAMBU,4065,4679,8744,CENTRAL
573,KAHAWA WENDANI,115,RUIRU,22,KIAMBU,7940,8771,16711,CENTRAL
574,KIUU,115,RUIRU,22,KIAMBU,23169,23182,46351,CENTRAL
575,MWIKI,115,RUIRU,22,KIAMBU,21609,23151,44760,CENTRAL
576,MWIHOKO,115,RUIRU,22,KIAMBU,5909,6025,11934,CENTRAL
577,GITHUNGURI,116,GITHUNGURI,22,KIAMBU,17941,18437,36378,CENTRAL
578,GITHIGA,116,GITHUNGURI,22,KIAMBU,15221,15690,30911,CENTRAL
579,IKINU,116,GITHUNGURI,22,KIAMBU,11695,11973,23668,CENTRAL
580,NGEWA,116,GITHUNGURI,22,KIAMBU,13110,13182,26292,CENTRAL
581,KOMOTHAI,116,GITHUNGURI,22,KIAMBU,14877,15637,30514,CENTRAL
582,TING'ANG'A,117,KIAMBU,22,KIAMBU,9832,9895,19727,CENTRAL
583,NDUMBERI,117,KIAMBU,22,KIAMBU,17717,18106,35823,CENTRAL
584,RIABAI,117,KIAMBU,22,KIAMBU,12436,13473,25909,CENTRAL
585,TOWNSHIP,117,KIAMBU,22,KIAMBU,13390,13849,27239,CENTRAL
586,CIANDA,118,KIAMBAA,22,KIAMBU,7539,7580,15119,CENTRAL
587,KARURI,118,KIAMBAA,22,KIAMBU,15102,15558,30660,CENTRAL
588,NENDERU,118,KIAMBAA,22,KIAMBU,17551,18302,35853,CENTRAL
589,MUCHATHA,118,KIAMBAA,22,KIAMBU,13197,13347,26544,CENTRAL
590,KIHARA,118,KIAMBAA,22,KIAMBU,19031,17846,36877,CENTRAL
591,GITARU,119,KABETE,22,KIAMBU,14363,14814,29177,CENTRAL
592,MUGUGA,119,KABETE,22,KIAMBU,13471,14056,27527,CENTRAL
593,NYATHUNA,119,KABETE,22,KIAMBU,14228,14543,28771,CENTRAL
594,KABETE,119,KABETE,22,KIAMBU,15261,15396,30657,CENTRAL
595,UTHIRU,119,KABETE,22,KIAMBU,11861,12434,24295,CENTRAL
596,KARAI,120,KIKUYU,22,KIAMBU,10138,10282,20420,CENTRAL
597,NACHU,120,KIKUYU,22,KIAMBU,9137,9518,18655,CENTRAL
598,SIGONA,120,KIKUYU,22,KIAMBU,13293,13530,26823,CENTRAL
599,KIKUYU,120,KIKUYU,22,KIAMBU,15716,16706,32422,CENTRAL
600,KINOO,120,KIKUYU,22,KIAMBU,12899,14183,27082,CENTRAL
601,BIBIRIONI,121,LIMURU,22,KIAMBU,10441,10761,21202,CENTRAL
602,LIMURU CENTRAL,121,LIMURU,22,KIAMBU,15377,15834,31211,CENTRAL
603,NDEIYA,121,LIMURU,22,KIAMBU,12883,13504,26387,CENTRAL
604,LIMURU EAST,121,LIMURU,22,KIAMBU,14447,13901,28348,CENTRAL
605,NGECHA/TIGONI,121,LIMURU,22,KIAMBU,12044,11940,23984,CENTRAL
606,KINALE,122,LARI,22,KIAMBU,12797,13210,26007,CENTRAL
607,KIJABE,122,LARI,22,KIAMBU,13235,14377,27612,CENTRAL
608,NYANDUMA,122,LARI,22,KIAMBU,11438,12016,23454,CENTRAL
609,KAMBURU,122,LARI,22,KIAMBU,9455,9496,18951,CENTRAL
610,LARI/KIRENGA,122,LARI,22,KIAMBU,13708,14163,27871,CENTRAL
611,KAERIS,123,TURKANA NORTH,23,TURKANA,11650,9688,21338,RIFT VALLEY
612,LAKEZONE,123,TURKANA NORTH,23,TURKANA,18217,16072,34289,RIFT VALLEY
613,LAPUR,123,TURKANA NORTH,23,TURKANA,11587,10345,21932,RIFT VALLEY
614,KAALENG/KAIKOR,123,TURKANA NORTH,23,TURKANA,15819,14036,29855,RIFT VALLEY
615,KIBISH,123,TURKANA NORTH,23,TURKANA,11380,10293,21673,RIFT VALLEY
616,NAKALALE,123,TURKANA NORTH,23,TURKANA,8046,7442,15488,RIFT VALLEY
617,KAKUMA,124,TURKANA WEST,23,TURKANA,17250,16289,33539,RIFT VALLEY
618,LOPUR,124,TURKANA WEST,23,TURKANA,24066,21598,45664,RIFT VALLEY
619,LETEA,124,TURKANA WEST,23,TURKANA,22702,20560,43262,RIFT VALLEY
620,SONGOT,124,TURKANA WEST,23,TURKANA,9386,8238,17624,RIFT VALLEY
621,KALOBEYEI,124,TURKANA WEST,23,TURKANA,9442,8830,18272,RIFT VALLEY
622,LOKICHOGIO,124,TURKANA WEST,23,TURKANA,15395,13872,29267,RIFT VALLEY
623,NANAAM,124,TURKANA WEST,23,TURKANA,22570,19641,42211,RIFT VALLEY
624,KERIO DELTA,125,TURKANA CENTRAL,23,TURKANA,17213,16999,34212,RIFT VALLEY
625,KANGATOTHA,125,TURKANA CENTRAL,23,TURKANA,11231,11464,22695,RIFT VALLEY
626,KALOKOL,125,TURKANA CENTRAL,23,TURKANA,9483,9994,19477,RIFT VALLEY
627,LODWAR TOWNSHIP,125,TURKANA CENTRAL,23,TURKANA,17690,17816,35506,RIFT VALLEY
628,KANAMKEMER,125,TURKANA CENTRAL,23,TURKANA,10840,11944,22784,RIFT VALLEY
629,KOTARUK/LOBEI,126,LOIMA,23,TURKANA,16355,15274,31629,RIFT VALLEY
630,TURKWEL,126,LOIMA,23,TURKANA,22722,24677,47399,RIFT VALLEY
631,LOIMA,126,LOIMA,23,TURKANA,9875,9973,19848,RIFT VALLEY
632,LOKIRIAMA/LORENGIPPI,126,LOIMA,23,TURKANA,11128,9928,21056,RIFT VALLEY
633,KAPUTIR,127,TURKANA SOUTH,23,TURKANA,8226,6893,15119,RIFT VALLEY
